id_detalle_carga,id_carga,id_detalle_orden,peso,observaciones,fecha_creacion,fecha_actualizacion
1c69021e-a741-4089-a7fd-706086de9036,3d9388a7-2903-4e26-a624-5edee476015a,d16bff39-4526-4ebb-8958-f0a2770f14f9,17.43,Tempora architecto dolores ipsam tempora omnis.,2025-06-01T00:59:19.652612,2025-06-01T00:59:19.652612
e9ef4a87-2f0d-4d58-99fa-8955ef57f3bb,3d9388a7-2903-4e26-a624-5edee476015a,6edb9f8b-fe66-41d6-a1c2-347211828f0b,76.59,Enim soluta recusandae saepe.,2025-06-01T00:59:19.652612,2025-06-01T00:59:19.652612
dd99f5fd-6346-4ed6-94cf-94b48b82b69f,3d9388a7-2903-4e26-a624-5edee476015a,58e37f17-d7ef-47ac-9ad6-52af4f811a46,32.05,Voluptates similique nisi ad corrupti incidunt.,2025-06-01T00:59:19.652612,2025-06-01T00:59:19.652612
d3221681-b28c-410a-bf70-7c6c05aff137,3be66bb3-e8a5-44db-aa77-891597ff9bf0,a68e9b1e-f98f-4d5a-91ad-5eec098fde85,31.53,Quas cumque delectus.,2025-06-01T00:51:19.652612,2025-06-01T00:51:19.652612
e1c3443d-7ab3-48c7-babf-d4ce39d07715,3be66bb3-e8a5-44db-aa77-891597ff9bf0,127ca39e-dc95-49be-b8d2-8c7bf5c03c3f,91.03,Neque deleniti ullam architecto tempora tenetur.,2025-06-01T00:51:19.652612,2025-06-01T00:51:19.652612
c8ac51de-a45f-452b-bb53-2a52d766eae4,3be66bb3-e8a5-44db-aa77-891597ff9bf0,16684aac-880e-4367-8862-03cf09709a93,71.07,Ex adipisci ipsa nostrum distinctio.,2025-06-01T00:51:19.652612,2025-06-01T00:51:19.652612
317cd957-c2ec-451e-a38a-a9532e0387c3,3be66bb3-e8a5-44db-aa77-891597ff9bf0,7f4899bd-a137-4e81-a55a-22ee24369f38,42.45,Sit consequatur nam ex et delectus facilis.,2025-06-01T00:51:19.652612,2025-06-01T00:51:19.652612
daeacc2a-a977-4d1e-be9b-9e78214a478b,9d5eba61-fe76-4ea1-8864-58d2228387b5,cf412bf3-f90b-4535-a304-8f61e0d37314,7.96,Rerum magnam dolores a.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
c157d283-3340-4fb3-9d1c-7741ee5c2290,9d5eba61-fe76-4ea1-8864-58d2228387b5,f3c5f5ab-cbd2-4db7-84f4-4ec67fe3eb41,16.49,Consequatur maiores expedita labore voluptates quia totam labore.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
00e4d7c7-b2b9-4ef7-ae66-0db2649b1b3d,9d5eba61-fe76-4ea1-8864-58d2228387b5,d04175b8-61d2-498f-8f2b-83af155a53b3,33.87,Recusandae nulla pariatur ad.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
411a4fee-1fb0-4592-80e1-6b83ac8f2506,31382597-590c-49ea-983f-7d6101876533,9486c61f-ec97-441c-8907-eeb0f5f30c45,73.42,Et possimus deleniti blanditiis veritatis reiciendis.,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
be1fce30-c8a4-41cf-a6ef-8eb785425a0c,31382597-590c-49ea-983f-7d6101876533,e8d7eb9b-f320-4dfd-b7ac-3a84a9b91ebf,82.2,Veritatis natus atque totam ab eligendi maxime.,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
e1dd7335-8134-4e53-bea9-5a21f2fbde2d,afffee61-5642-4ef6-9a42-5939f718eafc,f9b3e6d1-0ac2-49d1-987b-2d75de10dc05,27.46,Cum ex dicta facilis nostrum quis.,2025-06-01T00:58:19.652612,2025-06-01T00:58:19.652612
19586360-a787-4f9c-9140-3c689d2bd0db,afffee61-5642-4ef6-9a42-5939f718eafc,147ffff5-24a7-48e8-ab0c-9800ddc2065a,66.99,Voluptatibus iste voluptatibus temporibus repellat omnis.,2025-06-01T00:58:19.652612,2025-06-01T00:58:19.652612
993742b9-bb8d-4bbd-adb7-e13de0a9415b,eaf54c96-c564-4b04-818b-5ee1e994783a,45885754-22b9-4e00-9aaf-bdf787250fbb,2.05,Doloremque quidem corporis blanditiis architecto placeat saepe.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
b95e5f27-43a9-4166-a4e0-43208ad46d62,eaf54c96-c564-4b04-818b-5ee1e994783a,2548f242-9b79-4157-9252-bfad55443e98,58.71,Officia aspernatur neque repudiandae.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
e4f9ff28-fdbf-4835-8975-078aa7a01eb7,eaf54c96-c564-4b04-818b-5ee1e994783a,a98c12cd-779f-4dba-9312-99a567b5e0b0,75.41,Voluptates eaque voluptas nobis consequatur reprehenderit.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
c8288acf-9b27-4a52-a1f6-8f0fd0b3404d,b2ecd043-3018-487b-a8fa-bb5271909b05,87a59fd9-9527-4499-8015-c14eecb56c2d,17.62,Hic praesentium dolorem quam dignissimos.,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
e7a069ee-578b-4dac-a19a-b58d396a7ba1,b2ecd043-3018-487b-a8fa-bb5271909b05,02098468-75a3-420c-850c-74a415925b51,95.31,Distinctio et sed quo officia et non.,2025-06-01T00:54:19.652612,2025-06-01T00:54:19.652612
f5d7ee22-68f0-4800-a433-a1b72c6ca60c,63147135-4604-446f-9625-04259c0871da,4c8c7ce5-1c21-4a64-b2b9-2f0c01e73012,88.81,Doloribus ullam modi dolor.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
9269b09e-8259-40cc-b8c7-4b83c3d74d20,63147135-4604-446f-9625-04259c0871da,ab87e4e5-ade5-4458-b547-073efd297c2a,72.53,Nulla incidunt repellendus.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
0e7786dc-eb0e-42bd-9fb6-84684ff4c40f,63147135-4604-446f-9625-04259c0871da,4b2755ec-d2d1-4d81-afb2-d542bf7c9070,67.46,Veritatis minima labore cumque mollitia ipsum.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
9cc257ae-c4be-4281-8b6e-9efff4fe0c3a,63147135-4604-446f-9625-04259c0871da,4bfaed2a-5ad0-4c77-bbdd-42b92e6b55da,30.03,Consequuntur distinctio odit eius.,2025-06-01T00:38:19.652612,2025-06-01T00:38:19.652612
75748b51-d4dc-4b01-9e36-f1d2b9ce6545,b3e18f94-8042-4946-9d27-7aaa01ac12de,aa974f22-724b-4541-b4c6-f6c3425ef869,49.18,Repudiandae laboriosam facilis aspernatur recusandae facilis minus cumque.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
28de8a00-43e8-4d2b-8551-fcb874e89b0a,b3e18f94-8042-4946-9d27-7aaa01ac12de,8df74daa-cafe-496a-b398-51f9f9b8d684,75.22,Modi praesentium unde voluptas nesciunt.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
239fbd5f-bb76-4017-8112-44739201bec3,b3e18f94-8042-4946-9d27-7aaa01ac12de,47332816-9162-4b1b-9398-a846f36d1322,19.69,Blanditiis nemo sit occaecati fugiat optio.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
1780cd7f-da3d-4599-a00f-594f41aef608,b3e18f94-8042-4946-9d27-7aaa01ac12de,82dcb688-044f-47db-9c4d-d9276eda201f,74.06,Beatae ducimus maiores doloribus nemo quibusdam.,2025-06-01T00:30:19.652612,2025-06-01T00:30:19.652612
fa191cb3-7782-4f73-8edb-ec87a3616530,600cbab4-08b1-4659-905a-13793751206f,ca2c9aaf-800a-456a-863f-f0248cefc4de,61.22,Nemo rem voluptatibus mollitia.,2025-06-01T00:33:19.652612,2025-06-01T00:33:19.652612
19bd0ac4-39b4-4edb-9857-219370bfbd79,600cbab4-08b1-4659-905a-13793751206f,4c17136b-6394-4426-90ef-49e4943f6d50,39.9,Repellendus aperiam atque ullam tempore.,2025-06-01T00:33:19.652612,2025-06-01T00:33:19.652612
43275953-0a83-4371-ae67-fd5cf9b4233e,600cbab4-08b1-4659-905a-13793751206f,09f0b3b0-391c-4f5d-89f4-8002e3916bf2,83.23,Fugit similique ratione distinctio alias eligendi maxime harum.,2025-06-01T00:33:19.652612,2025-06-01T00:33:19.652612
feeea852-a98b-47f2-af25-7f93d16caafb,5479f5e8-5e2f-4732-9918-e7df76bfc94b,cf08b4a9-939b-4f8f-9687-b37e95c16106,48.75,Voluptate magnam rerum illo ab facere quos.,2025-06-01T00:55:19.652612,2025-06-01T00:55:19.652612
c4cfc59e-6655-498f-b230-66cadd50923e,5479f5e8-5e2f-4732-9918-e7df76bfc94b,a1f465e8-fd29-418e-b20e-eab482779e77,66.74,Optio officiis nesciunt ipsum nihil enim similique temporibus.,2025-06-01T00:55:19.652612,2025-06-01T00:55:19.652612
e5a54b60-0731-49c8-bbd8-f3d909f4485b,5479f5e8-5e2f-4732-9918-e7df76bfc94b,5c570f2f-a081-4f22-a650-8e3ba90dc254,2.24,Odio autem minima maiores alias soluta debitis.,2025-06-01T00:55:19.652612,2025-06-01T00:55:19.652612
812d0305-f805-4337-ab60-5d2e3400165c,5479f5e8-5e2f-4732-9918-e7df76bfc94b,5840dc3f-64d9-49d3-b712-5680266960f4,46.82,Magnam distinctio enim blanditiis ipsum illum illo.,2025-06-01T00:55:19.652612,2025-06-01T00:55:19.652612
ffa9191e-457d-4005-baad-1a10fdd9205b,145f12c2-783a-4fff-9ffc-bc979e5ba757,7fb140ab-87c4-4826-9415-f4255b8e8de0,63.8,Qui itaque ratione cupiditate cumque quibusdam possimus.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
4d718816-b43a-46f1-a466-d67cd075b033,145f12c2-783a-4fff-9ffc-bc979e5ba757,47353fef-9130-4a2c-b76b-f39995cbdcbf,77.25,Quibusdam magnam ex necessitatibus architecto aperiam.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
24646c04-9c0b-47c0-bfd3-438d62317313,145f12c2-783a-4fff-9ffc-bc979e5ba757,d1b49e4d-d77e-4594-802e-a67af36ead85,35.2,Adipisci laborum aspernatur incidunt molestias dolorem expedita.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
5d30cbdf-d16c-4ec9-afe0-26c7213a0b1c,145f12c2-783a-4fff-9ffc-bc979e5ba757,736d1286-32e7-4193-a1bd-ec7cee1c76f8,57.97,Fugit quae et occaecati inventore.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
ec196ff1-de27-4a14-9b56-6a8c47a92cfd,04d0ea7a-d8c5-45e0-a660-359c969209de,d9ab13d9-51d3-4ca7-8dcf-0ad4f1f26ecb,13.91,Commodi dolore itaque nesciunt.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
7548bd14-b1c3-4ed0-b2cc-43a7df3d8377,04d0ea7a-d8c5-45e0-a660-359c969209de,d695a396-984d-48f6-9e46-b17ab71a4abf,45.53,Dolorem velit ab excepturi laborum provident excepturi.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
7f53700c-5d35-4f2d-aba0-e8555f125ab6,04d0ea7a-d8c5-45e0-a660-359c969209de,48436b3a-b524-4d1c-8a9a-e0de2ba747d5,2.71,Ab accusamus ut.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
4efccd45-a91d-4611-9089-268a37625efa,04d0ea7a-d8c5-45e0-a660-359c969209de,042a5320-091f-411c-bcd3-722f66f99858,66.55,Expedita molestiae maxime error recusandae.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
d3c4f539-e838-4c7e-9692-bac10b6d0f2b,ce951d46-32fe-4e03-87f4-35deb7853aa0,cb28d6a5-9dc9-474d-a005-100e3d10e9f1,38.42,Error autem delectus sunt.,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
1ce32173-e024-4395-9193-10f228d982d4,ce951d46-32fe-4e03-87f4-35deb7853aa0,0bea786b-5856-4323-a683-a063a7724591,94.56,Illum modi ipsam quisquam.,2025-06-01T00:50:19.652612,2025-06-01T00:50:19.652612
aeb9a731-ad47-4ca3-961f-a899434a487c,3192913e-d48c-4afa-bf5d-73253dfbce77,e3c59162-a051-4470-b049-89e525a6b59a,77.15,Accusamus quibusdam mollitia cum blanditiis placeat dignissimos doloribus.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
29811e79-4de8-432d-ac19-836f18d25f9c,3192913e-d48c-4afa-bf5d-73253dfbce77,5824d32d-4216-4d2f-b29d-a80c71b49c11,32.62,Architecto eum est exercitationem odit.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
1b595023-5039-455f-a87f-89eb8c6c1605,3192913e-d48c-4afa-bf5d-73253dfbce77,d92396f8-c288-4787-845d-93f9b5f1c9eb,98.35,Labore facere tempore.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
2ce3cc68-358c-4bec-a4bd-472ec89f06af,69ec0e80-6ccb-4778-91ec-6de682972597,ef30c72d-e738-41e7-95fd-07e936d7d351,21.79,Nisi itaque omnis est.,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
9e79670b-fece-4ad3-bc1b-190a79c516af,69ec0e80-6ccb-4778-91ec-6de682972597,8485a549-69e1-4460-b92d-4484cb1e42d2,21.42,Quos atque quae natus suscipit quod maiores consequatur.,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
1b36383b-0092-4a9c-a75d-a18a0fa35868,69ec0e80-6ccb-4778-91ec-6de682972597,2ca4c8b0-f5a0-41ef-aeac-bec4dcc096ea,4.7,Pariatur reprehenderit provident perspiciatis facere.,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
d165a597-8e6c-4c0d-b587-98d11ad299dd,69ec0e80-6ccb-4778-91ec-6de682972597,98d200cc-32d4-46c2-83c0-755bb499ec0e,50.54,Libero tempore error illum doloremque.,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
ff498c7a-3f7b-4aed-b98c-31936472f3c4,6f41e5a5-ab0d-4619-9e58-fd72bd0b9b9f,1d79e892-d67a-45f5-a4dd-d8297c888771,86.06,Accusantium voluptatum modi.,2025-06-01T00:58:19.652612,2025-06-01T00:58:19.652612
34fef5cb-c969-42c0-8b0f-83b2696aa80c,6f41e5a5-ab0d-4619-9e58-fd72bd0b9b9f,450940dc-1312-4bc7-850c-2ad0389a23a4,15.17,Laboriosam maiores incidunt.,2025-06-01T00:58:19.652612,2025-06-01T00:58:19.652612
94324c4c-d012-426f-b522-068bd2b9010d,6abc22bd-d107-443c-a1c6-2731e80dfc9a,0cec93b3-ce88-462f-87f1-9eefb928a61b,57.98,Corrupti atque amet neque.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
855b2207-a9d5-4bd6-85f6-9c7a871ae1ee,6abc22bd-d107-443c-a1c6-2731e80dfc9a,3a59a459-7bff-4089-bd3d-7b5877355087,58.84,Perspiciatis odio tenetur distinctio voluptates.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
a594545e-4437-4fc9-a046-c2fa9f11bf2c,6abc22bd-d107-443c-a1c6-2731e80dfc9a,887bfaf4-1596-4ddc-8d96-e8c3f9373b46,37.39,Quo velit libero autem vero laudantium harum.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
16cdaa51-abd7-4c9f-86da-eabb2de5b311,6abc22bd-d107-443c-a1c6-2731e80dfc9a,c8455359-2d45-437b-865b-8054e709a8f0,29.75,Fuga cum natus ex natus.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
c84bbee1-bbd6-4156-9de7-737cd212c5b0,f2fb39e6-6af2-4e8e-9cfd-f522d39ff423,4feee9e8-4b65-4b23-9617-f11a1ef30611,87.54,Necessitatibus harum ratione deleniti nemo dignissimos suscipit.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
5b2fd949-e3b9-4b84-aa89-9f9d653ca5e0,f2fb39e6-6af2-4e8e-9cfd-f522d39ff423,0e4f90c1-b6d2-4b79-a969-cab118633440,61.28,Doloremque illo veniam neque quasi fuga.,2025-06-01T00:52:19.652612,2025-06-01T00:52:19.652612
f20b5b09-1e00-4c23-b862-22ad9fced82b,2650728e-e74f-4403-b242-904ec39955cc,9da1c8fe-8a00-484b-99d5-45425a870ee5,7.61,Tenetur quia quasi quo.,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
17d216e9-5901-4822-93f7-9b016c85cf06,2650728e-e74f-4403-b242-904ec39955cc,68a775ad-ce16-464f-b46d-1a76f1a7822a,61.33,Perspiciatis ducimus maiores perferendis quos.,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
47650d7e-10ae-4373-ab5d-67deed76388d,2650728e-e74f-4403-b242-904ec39955cc,ab5fd4dd-a239-4381-8486-635cb475d391,54.54,Doloribus dolores temporibus explicabo non pariatur.,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
f4213d0f-75c8-4ece-ab90-8e5f46e9ff5a,54dbf109-adda-4cfc-8df5-bea3dba3c366,12a40d17-01f7-414f-b063-8138a19645e4,40.27,Fugiat quidem magni ipsa eos expedita dolorem.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
819ada22-af9d-46fe-8296-bb9b2962021f,54dbf109-adda-4cfc-8df5-bea3dba3c366,6b0fb548-52b4-4d67-9d41-74611cfea167,3.11,Quaerat exercitationem doloribus ducimus minima perferendis.,2025-06-01T00:44:19.652612,2025-06-01T00:44:19.652612
9bb6a732-93e5-4b87-b45b-4fc4d86c8e16,9be2c5a3-3290-4bfd-9e18-cdab17e1a347,77a56689-83f7-4107-b872-8415dc827ba2,3.46,Laudantium accusamus eius dignissimos vero.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
6a500b4f-b648-4b61-8865-959895401d68,9be2c5a3-3290-4bfd-9e18-cdab17e1a347,f7135e12-6c13-4606-8d65-4f215e4901e1,54.31,Culpa dolorem ipsum iure.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
f08a7ab1-e727-4ff5-9c3a-19af6ca9b7f1,9be2c5a3-3290-4bfd-9e18-cdab17e1a347,093dac73-fd0c-4b24-8c25-a7eb51142e52,2.43,Quo distinctio accusamus debitis.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
a525ae80-3a95-40e7-b016-1a7d5b4ff2f9,9be2c5a3-3290-4bfd-9e18-cdab17e1a347,213fd0c7-6201-4341-927e-9499916f6560,95.35,Placeat iusto eum.,2025-06-01T00:29:19.652612,2025-06-01T00:29:19.652612
0e719040-c3af-47e4-99b0-3725b3fb4a9d,28753f0d-b70c-4bb8-a511-a665489a0d5f,0d253b78-68d5-4f59-9fe1-153f583c2e00,66.0,Repellendus tempora qui iure officia voluptate.,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
34beb24a-cdb7-4acd-9db6-15618601388d,28753f0d-b70c-4bb8-a511-a665489a0d5f,c0925674-16fc-4386-a479-d0bcaf34ef21,40.82,Porro vel beatae occaecati mollitia rem.,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
584705a0-bd46-4c5f-99e3-0712ef72ad66,28753f0d-b70c-4bb8-a511-a665489a0d5f,120fd363-4839-4e5b-a832-8b041ed4d966,92.56,Numquam dignissimos maiores rerum.,2025-06-01T00:40:19.652612,2025-06-01T00:40:19.652612
abd0e505-5157-44ae-9c84-c9d87faa1026,33673e1a-4d92-4ddb-a8de-21e743c99398,63d94ae3-85bf-40b0-84f0-ab3a343296bb,71.88,Dolorum quod quos dolore inventore nam.,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
5c153671-f735-408b-82f6-573b17eb3ea7,33673e1a-4d92-4ddb-a8de-21e743c99398,cdbeb0b4-85ea-4565-8b6f-1930373fbac4,16.37,Ut atque ipsum dignissimos quisquam odio alias.,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
e6bffbcb-336e-4804-9005-7de90d88d661,33673e1a-4d92-4ddb-a8de-21e743c99398,a39755d5-0cfc-4ce7-bf00-bfc6fb7ecd50,33.55,Iste earum suscipit.,2025-06-01T00:31:19.652612,2025-06-01T00:31:19.652612
4fa7e204-3a27-4056-a9c5-d17d724bbac6,6372ed32-94bc-4d57-9ec8-de6cbc636130,3c3e4615-0717-46c3-ae77-fc364bf83999,70.94,Quae dicta dicta doloremque vitae sapiente itaque cupiditate.,2025-06-01T01:00:19.652612,2025-06-01T01:00:19.652612
175f6fd1-084a-4045-bdd4-53754d317557,6372ed32-94bc-4d57-9ec8-de6cbc636130,ff8281ba-ef26-4414-91af-adfcd53204c7,41.48,Ex consequatur corporis consectetur fugit.,2025-06-01T01:00:19.652612,2025-06-01T01:00:19.652612
509047fa-d401-47c6-abc3-158e36dc6b0b,cf615db9-cb3b-417c-b8c5-f672b7637283,40de8b4c-26c0-47aa-afc7-a044e7dc398f,83.88,Ea quidem aspernatur expedita.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
1d01f4e9-6b4a-46e5-9bb7-0132256e5a48,cf615db9-cb3b-417c-b8c5-f672b7637283,0df03f83-2e3d-4a00-8fb0-de7adbc3d608,94.87,Sapiente tempore quis laudantium necessitatibus.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
4239f51f-c522-45e3-81e5-bcb4e41bebdc,cf615db9-cb3b-417c-b8c5-f672b7637283,f8d0e942-2ecf-4a7f-88a8-5377d6b1bd0b,52.79,Distinctio hic officiis ut.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
9785b3ad-017e-4064-a675-242cfefa2a73,cf615db9-cb3b-417c-b8c5-f672b7637283,620a5fb5-d62c-4da0-85c2-ccd6c1270d43,4.07,Deserunt ea fugit.,2025-06-01T00:45:19.652612,2025-06-01T00:45:19.652612
1216d4f0-2840-442f-81fa-78ebfa1aee89,231aac11-6529-44a4-8337-6cfbda8c4e0f,6c3bdc72-2ffc-467b-99bf-fdbc63e40c6e,39.28,Nulla veniam ducimus.,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
ad6494bc-eb7c-46ff-b0c0-ba13d95faa50,231aac11-6529-44a4-8337-6cfbda8c4e0f,c31f75e1-a399-4a19-8ab0-79eb97be431a,43.98,Doloribus nostrum aut ratione.,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
48d832fd-6266-4cbc-ae7b-d27d594b8b57,231aac11-6529-44a4-8337-6cfbda8c4e0f,f58bcf60-faab-42b2-904f-d34f41985a2d,9.65,Facilis sed numquam sed aliquam repellendus.,2025-06-01T00:56:19.652612,2025-06-01T00:56:19.652612
df8a4bd3-b32d-4383-8d78-be5dc91fa92d,c89988fd-aa4d-4b6b-ad9d-fb86b8dad63d,011b831a-0a25-4861-9597-d4e17ef488fb,36.17,Aperiam sunt nemo ad quis nobis inventore.,2025-06-01T00:34:19.652612,2025-06-01T00:34:19.652612
42c40f91-9fa2-48c9-bc6c-c09c7ec4f693,c89988fd-aa4d-4b6b-ad9d-fb86b8dad63d,ae50d92d-1ca4-441d-b875-5e7a72395bea,15.21,Nisi officiis eum nobis distinctio aut aliquid.,2025-06-01T00:34:19.652612,2025-06-01T00:34:19.652612
332eadd0-038a-4bbf-baad-b8e1829021f0,40196a6b-bb71-4735-807a-45fe414c7848,c9533245-417d-4b98-9763-e23bcab04549,11.21,Debitis id voluptatem modi.,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
9abdaf55-9208-4aee-8b91-d62f69c9e81d,40196a6b-bb71-4735-807a-45fe414c7848,35e1909c-bfd5-493f-ae9b-3648734697e1,62.28,Sint blanditiis iusto deleniti nemo incidunt.,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
3078fe8d-5cd4-454b-8791-1a770e9673de,40196a6b-bb71-4735-807a-45fe414c7848,d1b49e4d-d77e-4594-802e-a67af36ead85,99.78,Dolor veritatis dicta illum.,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
1a132701-517b-4a57-b283-2964dab0fb4f,40196a6b-bb71-4735-807a-45fe414c7848,2f31019b-c971-4260-92b0-548ea6b2b755,37.44,Enim repellat suscipit pariatur porro modi molestias.,2025-06-01T00:35:19.652612,2025-06-01T00:35:19.652612
4cb57e3a-187d-4d3a-a0fa-b074b07c4f22,2226d4a0-0dd0-4046-a459-8285afccf0cb,1c3dc17b-796d-4926-9360-35db07f6e402,86.42,Voluptatibus magni vel mollitia molestiae inventore tenetur.,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
e95df495-f7e0-4a3c-9e90-13d53e040bb5,2226d4a0-0dd0-4046-a459-8285afccf0cb,0792d021-5108-459f-a8e5-4caca462dd7a,50.98,Magni commodi aliquam sequi.,2025-06-01T00:46:19.652612,2025-06-01T00:46:19.652612
827883ce-09be-4e60-99a8-3aae5a3b6406,ab314b7c-8595-42e2-9e31-3e9f0bd5b96a,127ca39e-dc95-49be-b8d2-8c7bf5c03c3f,14.86,Quod explicabo alias laborum animi provident.,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
e9681740-5504-4103-bc1d-5e521bbd2779,ab314b7c-8595-42e2-9e31-3e9f0bd5b96a,d5d81c75-caa7-4d93-8bd9-a7b008951f88,46.36,Sunt et eum velit.,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
cd2e955a-af48-4b36-b516-f3740ea3b714,ab314b7c-8595-42e2-9e31-3e9f0bd5b96a,04d2eac0-f6d8-4e39-ac73-07990bb897fe,47.46,Quasi maiores inventore sit.,2025-06-01T00:47:19.652612,2025-06-01T00:47:19.652612
10b43b9a-37f2-46b8-9823-c8101a954778,a1d3041f-2da8-48d0-81c5-86bc9e17a4e4,1abfb0a2-a4af-4ddc-8eb1-af81216dd4b3,3.94,Ipsum inventore nostrum architecto debitis neque nostrum.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
344058eb-a8da-40aa-99e0-ca6e9de05488,a1d3041f-2da8-48d0-81c5-86bc9e17a4e4,be75ebb6-5055-41d7-a4c3-97d42c7603d0,16.31,Cum architecto corporis eos a.,2025-06-01T01:05:19.652612,2025-06-01T01:05:19.652612
af4bca70-cee7-4b6f-b080-fcae35a5c6d2,32e8dd44-fe3a-4e3d-9fe3-f9dfb5e8d687,c961077d-9f81-43f0-a32d-8af4421769c3,38.61,Tempora quibusdam voluptate qui provident.,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
7ac8501c-e78b-4894-81c7-d1181478eef8,32e8dd44-fe3a-4e3d-9fe3-f9dfb5e8d687,87c267ff-91cd-4868-8386-68f789cf0cc2,47.16,Itaque et corporis quisquam quisquam a numquam.,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
c2b0f850-6524-435b-b05b-c037e7bd1493,32e8dd44-fe3a-4e3d-9fe3-f9dfb5e8d687,6d169382-33b1-4940-8f85-0519a2eab6c5,53.36,Tenetur modi beatae aspernatur optio.,2025-06-01T01:02:19.652612,2025-06-01T01:02:19.652612
f41174b8-7445-44f8-a76b-7b3d3431b544,8cb1c1df-b379-4169-b6e4-ab65d9ec492c,72b0f28f-5383-4b3e-a8e3-68da32c962cf,44.9,Ea hic maxime.,2025-06-01T00:42:19.652612,2025-06-01T00:42:19.652612
dc956410-e8d3-436a-ae0c-709e1e9e5b9b,8cb1c1df-b379-4169-b6e4-ab65d9ec492c,cd273ca6-7437-4b5e-b178-3b6fe4470928,77.12,Animi dolor eum quidem aliquam voluptas.,2025-06-01T00:42:19.652612,2025-06-01T00:42:19.652612
672c43ef-dd40-4a84-b30d-3596ddaa1e7e,8cb1c1df-b379-4169-b6e4-ab65d9ec492c,00f3f97f-2be1-46a8-b956-1971d0581a3d,30.17,Aliquid natus iure praesentium est incidunt ex.,2025-06-01T00:42:19.652612,2025-06-01T00:42:19.652612
